"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","Consent","Consent2","Q01[SQ001]","Q02","Q02[other]","G02Q40","G02Q41","Q03","Q04","Q05","Q06","Q07","Q07[other]","Q08","Q09","Q09[other]","Q010p","Q010p[other]","Q010[SQ001]","Q010[SQ002]","Q010[SQ003]","Q010[other]","Q011[SQ002]","Q011[SQ003]","Q011[SQ004]","Q011[SQ005]","Q011[SQ006]","Q010np","Q011np[SQ001]","Q012np","Q013p[SQ001]","Q014[SQ001]","Q014[SQ002]","Q015[SQ002]","Q015[SQ003]","Q015[SQ004]","Q015[SQ005]","Q015[SQ006]","Q015[SQ007]","Q015[SQ008]","Q015[SQ009]","Q015[SQ010]","OSQ01[SQ001]","OSQ03[SQ001]","OSQ02","OSQ04[SQ001]","OSQ04[SQ002]","OSQ04[SQ003]","OSQ04[SQ004]","OSQ04[SQ005]","OSQ04[SQ006]","OSQ04[SQ007]","OSQ04[SQ008]","OSQ05[SQ001]","OSQ05[SQ002]","OSQ05[SQ003]","OSQ05[SQ004]","OSQ05[SQ005]","OSQ05[SQ006]","OSQ05[SQ007]","OSQ05[SQ008]","OSQ05[SQ009]","OSQ05[SQ010]","OSQ05[SQ011]","OSQ05[SQ012]","OSQ05[SQ013]","OSQ05[SQ014]","OSQ05[other]","SSQ01[SQ001]","SSQ03[SQ001]","SSQ02","SSQ04[SQ002]","SSQ04[SQ003]","SSQ04[SQ004]","SSQ04[SQ005]","SSQ04[SQ006]","SSQ04[SQ007]","SSQ04[other]","SSQ05[SQ001_SQ002]","SSQ05[SQ001_SQ003]","SSQ05[SQ001_SQ004]","SSQ05[SQ002_SQ002]","SSQ05[SQ002_SQ003]","SSQ05[SQ002_SQ004]","SSQ05[SQ003_SQ002]","SSQ05[SQ003_SQ003]","SSQ05[SQ003_SQ004]","SSQ05[SQ004_SQ002]","SSQ05[SQ004_SQ003]","SSQ05[SQ004_SQ004]","SSQ05[SQ005_SQ002]","SSQ05[SQ005_SQ003]","SSQ05[SQ005_SQ004]","SSQ05[SQ006_SQ002]","SSQ05[SQ006_SQ003]","SSQ05[SQ006_SQ004]","SSQ05[SQ007_SQ002]","SSQ05[SQ007_SQ003]","SSQ05[SQ007_SQ004]","SSQ05[SQ008_SQ002]","SSQ05[SQ008_SQ003]","SSQ05[SQ008_SQ004]","GSQ01[SQ001]","GSQ02[SQ001]","GSQ03[SQ001]","GSQ04[SQ001]","GSQ05[SQ001]","GSQ06[SQ001]","ESQ01[SQ001]","ESQ02[SQ001]","WBQ01[SQ001]","WBQ01[SQ003]","WBQ01[SQ004]","WBQ01[SQ005]","WBQ01[SQ006]","interviewtime","groupTime831","ConsentTime","Consent2Time","groupTime825","Q01Time","Q02Time","G02Q40Time","G02Q41Time","Q03Time","Q04Time","Q05Time","Q06Time","Q07Time","Q08Time","Q09Time","Q010pTime","Q010Time","Q011Time","Q010npTime","Q011npTime","Q012npTime","Q013pTime","Q014Time","Q015Time","groupTime826","OSQ01Time","OSQ03Time","OSQ02Time","OSQ04Time","OSQ05Time","groupTime827","SSQ01Time","SSQ03Time","SSQ02Time","SSQ04Time","SSQ05Time","groupTime828","GSQ01Time","GSQ02Time","GSQ03Time","GSQ04Time","GSQ05Time","GSQ06Time","groupTime829","ESQ01Time","ESQ02Time","groupTime830","WBQ01Time"
"1009","2025-04-09 12:18:44","7","en","2123110413","2025-04-09 12:11:17","2025-04-09 12:18:44","Yes, I am involved in research","Yes, I agree to participate in the study","22","Non-binary","","I have no children",,"France","Université de Rouen Normandie","Social Sciences & Humanities","Neuropsychology","Bachelor","","NA","Master student/Research assistant","",,,"No","No","Yes","","45","0","10","5","40","I don't know","27","No",,,,"No","No","No","Yes","No","Yes","No","No","Yes","83","100","No","I am not familiar with it","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","","0","0","No","Yes","No","No","No","Yes","No","","1","","","","1","","","1","","","1","","","1","","","1","","","","1","","","1","75","75","40","60","100","100","100","100","79","62","17","0","60","449.03","18.47",,,"168.47",,,,,,,,,,,,,,,,,,,,,"97.89",,,,,,"70.25",,,,,,"63.02",,,,,,,"10.71",,,"20.22",
"1012","2025-04-09 12:57:09","7","en","391623261","2025-04-09 12:45:59","2025-04-09 12:57:09","Yes, I am involved in research","Yes, I agree to participate in the study","50","Male","","2","Between 2 weeks and 1 month","France","inalco","Social Sciences & Humanities","linguistics","Other","HDR","2003","Permanent position","","Full Professor/Directeur de recherche","","No","No","Yes","","30","30","40","0","0",,,"Yes","75","50","50","Yes","Yes","Yes","No","No","No","No","No","No","84","100","No","I haven't used it yet, and I don't plan to do it in the future","I am not familiar with it","I know it and I used it","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","","0","0","No","No","No","No","No","No","No","no idea","","1","","","","1","","1","","1","","","","1","","1","","","","1","","","1","","0","0","0","0","0","10","17","23","100","100","31","81","0","673.17","52.51",,,"260.95",,,,,,,,,,,,,,,,,,,,,"111.4",,,,,,"130.87",,,,,,"46.1",,,,,,,"35.52",,,"35.82",
"1013","2025-04-09 14:25:59","7","en","1874122233","2025-04-09 14:12:10","2025-04-09 14:25:59","Yes, I am involved in research","Yes, I agree to participate in the study","52","Female","","2","Between 6 months and 1 year","France","CNRS","Physical Sciences & Engineering","Materials Engineering","PhD","","1997","Permanent position","","Associate Professor/Senior Lecturer/Maître de conférences or Chargé de recherche with Habilitation à diriger des recherches","","No","No","Yes","","70","5","15","10","0",,,"Yes","0","60","80","Yes","Yes","Yes","No","No","No","No","No","No","50","80","No","I am not familiar with it","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","I know it and I used it","I am not familiar with it","I am not familiar with it","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","","20","50","No","Yes","No","No","No","No","No","","","1","","1","","","","1","","","1","","1","1","","1","1","","","1","","","1","","65","50","40","80","80","100","50","100","31","100","30","50","100","831.3","71.13",,,"343.48",,,,,,,,,,,,,,,,,,,,,"129.17",,,,,,"138.8",,,,,,"70.23",,,,,,,"43.35",,,"35.14",
"1015","2025-04-09 19:13:05","7","en","583706795","2025-04-09 18:37:28","2025-04-09 19:13:05","Yes, I am involved in research","Yes, I agree to participate in the study","47","Female","","1","Between 1 month and 3 months","france","","Social Sciences & Humanities","sociology","PhD","","2003","Permanent position","","Assistant Professor/Lecturer/Maître de conférences or Chargé de recherche","","No","Yes","No","","50","10","20","10","10",,,"Yes","20","35","35","No","Yes","Yes","No","Yes","No","No","No","No","60","60","No","I haven't used it yet, and I don't plan to do it in the future","I am not familiar with it","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","I know it and I used it","I am not familiar with it","I know it and I used it","No","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","","0","0","No","Yes","Yes","Yes","No","No","No","","","","1","","","1","","1","","","","1","1","1","","1","1","","1","1","","","","1","60","60","0","10","50","55","65","66","60","60","50","75","50","2138.95","49.26",,,"237.09",,,,,,,,,,,,,,,,,,,,,"160.1",,,,,,"1535.2",,,,,,"86.18",,,,,,,"22.74",,,"48.38",
"1022","2025-04-10 07:06:58","7","en","1569887761","2025-04-10 06:53:16","2025-04-10 07:06:58","Yes, I am involved in research","Yes, I agree to participate in the study","34","Female","","I have no children",,"France","University Claude Bernard Lyon 1","Physical Sciences & Engineering","Electrical engineering","PhD","","2017","Permanent position","","Assistant Professor/Lecturer/Maître de conférences or Chargé de recherche","","No","No","Yes","","30","30","10","20","10",,,"Yes","70","20","50","No","No","Yes","No","No","Yes","No","Yes","No","80","100","Yes","I am not familiar with it","I am not familiar with it","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","","70","80","No","Yes","Yes","Yes","No","No","No","","1","1","","1","","","","1","","1","","","1","","","","1","","","1","","1","","","90","100","90","90","100","100","50","50","60","60","10","50","20","824.91","35.95",,,"383.43",,,,,,,,,,,,,,,,,,,,,"135.01",,,,,,"118.99",,,,,,"50.83",,,,,,,"36.94",,,"63.76",
"1024","2025-04-10 07:04:43","7","en","1909180902","2025-04-10 06:56:51","2025-04-10 07:04:43","Yes, I am involved in research","Yes, I agree to participate in the study","41","Male","","I have no children",,"NL","UU","Social Sciences & Humanities","SHP4","PhD","","2011","Permanent position","","Associate Professor/Senior Lecturer/Maître de conférences or Chargé de recherche with Habilitation à diriger des recherches","","No","No","Yes","","70","30","0","0","0",,,"Yes","90","80","80","Yes","No","Yes","No","No","No","Yes","No","No","100","100","Yes","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","Yes","","95","90","No","Yes","Yes","No","No","No","Yes","","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","","","","1","85","30","90","90","20","90","95","80","95","90","80","90","70","475.36","122.17",,,"118.29",,,,,,,,,,,,,,,,,,,,,"63.79",,,,,,"69.84",,,,,,"55.19",,,,,,,"16.65",,,"29.43",
"1025","2025-04-10 07:33:43","7","en","790144251","2025-04-10 07:12:31","2025-04-10 07:33:43","Yes, I am involved in research","Yes, I agree to participate in the study","61","Female","","2","Between 3 months and 6 months","France","CNRS","Life Sciences","biology","PhD","","2003","Permanent position","","Research Engineer/Research data scientist/Research Technician","","No","No","Yes","","60","0","30","5","5",,,"Yes","49","80","80","No","No","Yes","Yes","No","Yes","No","No","No","80","90","Yes","I am not familiar with it","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","I know it and I used it","I am not familiar with it","I know it and I used it","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","","30","40","No","Yes","No","Yes","No","No","No","","1","1","","1","1","","","1","","","1","","1","1","","","1","","1","1","","","1","","70","50","50","75","79","79","51","50","78","40","40","65","51","1277.37","52.29",,,"466.32",,,,,,,,,,,,,,,,,,,,,"320.93",,,,,,"220.55",,,,,,"77.89",,,,,,,"55.67",,,"83.72",
"1027","2025-04-10 07:37:11","7","en","1000041193","2025-04-10 07:29:04","2025-04-10 07:37:11","Yes, I am involved in research","Yes, I agree to participate in the study","30","Female","","I have no children",,"FRANCE","UNIVERSITE PARIS CITE","Social Sciences & Humanities","PSYCHOLOGY","Master","","2022","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","75","15","5","2","3","Yes","35","Yes",,"47","47","No","No","Yes","No","No","Yes","Yes","No","No","60","78","Yes","I know it and I used it","I am not familiar with it","I am not familiar with it","I know it and I used it","I am not familiar with it","I am not familiar with it","I am not familiar with it","I am not familiar with it","No","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","","0","0","No","No","No","No","No","No","No","NA","","1","","","1","","","1","","","1","","","1","","","1","","","1","","","1","","81","80","81","80","95","100","100","100","79","79","20","19","94","489.06","24.93",,,"191.05",,,,,,,,,,,,,,,,,,,,,"109.64",,,,,,"66.59",,,,,,"54.53",,,,,,,"18.04",,,"24.28",
"1034","2025-04-10 08:18:11","7","en","1544079914","2025-04-10 08:07:20","2025-04-10 08:18:11","Yes, I am involved in research","Yes, I agree to participate in the study","28","Male","","I have no children",,"France","Ecole Normale Supérieure","Life Sciences","Biophysics","PhD","","2021","Postdoc (fixed term)","",,,"No","No","Yes","","50","25","5","0","20","Yes","0","Yes",,"89","90","No","Yes","Yes","No","No","No","Yes","No","No","0","0","No","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","","0","0","No","Yes","No","Yes","No","Yes","No","","1","1","","1","","","1","","","1","","","1","1","","1","","","1","1","","","1","","41","50","26","35","23","21","40","50","60","40","75","60","75","654.08","11.16",,,"241.72",,,,,,,,,,,,,,,,,,,,,"116.45",,,,,,"144.28",,,,,,"61.12",,,,,,,"35.46",,,"43.89",
"1035","2025-04-10 08:34:22","7","en","328361009","2025-04-10 08:07:45","2025-04-10 08:34:22","Yes, I am involved in research","Yes, I agree to participate in the study","49","Female","","2","Between 6 months and 1 year","France","INSERM","Life Sciences","Cell Biology","PhD","","1999","Permanent position","","Assistant Professor/Lecturer/Maître de conférences or Chargé de recherche","","No","No","No","Green Committees","70","0","5","15","10",,,"Yes","50","30","95","No","Yes","Yes","No","No","No","No","Yes","No","50","80","No","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","","50","50","No","Yes","No","Yes","Yes","No","No","","1","1","","1","","","1","1","","1","1","","1","1","","1","1","","","1","","","1","","90","50","100","100","100","100","75","100","100","95","50","100","0","1599.69","176.52",,,"836.42",,,,,,,,,,,,,,,,,,,,,"315.03",,,,,,"156.4",,,,,,"43.74",,,,,,,"23.47",,,"48.11",
"1036","2025-04-10 08:21:36","7","en","1189090140","2025-04-10 08:08:13","2025-04-10 08:21:36","Yes, I am involved in research","Yes, I agree to participate in the study","41","Male","","2","I did not take any parental leave","FRANCE","CNRS","Life Sciences","Neuroscience","PhD","","2006","Permanent position","","Associate Professor/Senior Lecturer/Maître de conférences or Chargé de recherche with Habilitation à diriger des recherches","","No","Yes","No","","60","5","25","5","5",,,"Yes","75","99","98","No","No","Yes","Yes","No","Yes","No","No","No","84","70","No","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","","70","29","No","Yes","No","No","Yes","Yes","No","","","","1","1","","","1","","","","1","","1","1","","1","1","","1","","","1","","","28","67","49","99","73","79","84","27","54","95","20","40","80","806.82","36.46",,,"322.53",,,,,,,,,,,,,,,,,,,,,"215.41",,,,,,"99.3",,,,,,"58.52",,,,,,,"29.65",,,"44.95",
"1037","2025-04-10 08:18:11","7","en","1103552993","2025-04-10 08:09:20","2025-04-10 08:18:11","Yes, I am involved in research","Yes, I agree to participate in the study","24","Male","","I have no children",,"France","CNRS","Life Sciences","Biology","Master","","NA","Engineer (fixed term)","",,,"No","No","Yes","","90","0","0","0","10",,,"No",,,,"No","Yes","Yes","No","No","Yes","No","No","No","75","100","No","I am not familiar with it","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","","40","70","No","Yes","Yes","Yes","No","No","No","","","","1","1","1","","1","1","","1","1","","1","1","","1","1","","","","1","","1","","75","75","80","80","100","100","100","100","80","100","100","80","70","534.76","133.1",,,"104.86",,,,,,,,,,,,,,,,,,,,,"107.79",,,,,,"119.41",,,,,,"39.56",,,,,,,"8.38",,,"21.66",
"1041","2025-04-10 08:53:50","7","en","315438127","2025-04-10 08:13:49","2025-04-10 08:53:50","Yes, I am involved in research","Yes, I agree to participate in the study","60","Male","","2","Between 2 weeks and 1 month","France","Ecole normale superieure","Life Sciences","Biology","PhD","","1988","Permanent position","","Associate Professor/Senior Lecturer/Maître de conférences or Chargé de recherche with Habilitation à diriger des recherches","","No","No","Yes","","14","35","50","1","0",,,"Yes","0","50","66","No","Yes","Yes","No","No","No","Yes","No","No","20","50","No","I am not familiar with it","I am not familiar with it","I know it and I used it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I am not familiar with it","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","","10","20","No","Yes","Yes","No","No","No","Yes","","","","1","1","1","","1","1","","1","","","","1","","1","1","","","","1","","1","","15","0","10","100","80","50","80","100","15","15","0","10","0","2403.7","103.46",,,"376.45",,,,,,,,,,,,,,,,,,,,,"1612.67",,,,,,"162.3",,,,,,"70.04",,,,,,,"25.73",,,"53.05",
"1043","2025-04-10 08:34:23","7","en","150938871","2025-04-10 08:15:47","2025-04-10 08:34:23","Yes, I am involved in research","Yes, I agree to participate in the study","27","Female","","I have no children",,"France","Sorbonne University","Life Sciences","Biology","Master","","NA","Engineer (fixed term)","",,,"No","No","Yes","","60","5","20","0","15",,,"Yes",,"30","85","No","No","Yes","No","No","Yes","Yes","No","No","10","60","No","I am not familiar with it","I am not familiar with it","I know it and I used it","I know it and I used it","I am not familiar with it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","","0","0","No","Yes","No","Yes","No","No","Yes","","1","","","1","1","","1","1","","1","1","","1","1","","1","1","","1","","","1","","","60","40","40","90","90","75","80","90","85","80","95","80","65","1118.58","111.84",,,"316.57",,,,,,,,,,,,,,,,,,,,,"217.98",,,,,,"169.45",,,,,,"170.36",,,,,,,"47.59",,,"84.79",
"1044","2025-04-10 08:26:41","7","en","1970567246","2025-04-10 08:16:18","2025-04-10 08:26:41","Yes, I am involved in research","Yes, I agree to participate in the study","45","Male","","3","Between 1 month and 3 months","France","CNRS","Life Sciences","LS5","Other","HDR","2002","Permanent position","","Assistant Professor/Lecturer/Maître de conférences or Chargé de recherche","","No","No","No","Teaching","75","5","20","0","0",,,"Yes","65","40","80","Yes","No","Yes","No","No","Yes","No","No","No","65","80","Yes","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","","10","70","No","Yes","No","No","Yes","No","Yes","","1","1","","1","1","","1","1","","1","","","1","1","","1","","","1","1","","1","1","","80","75","40","90","65","90","80","80","75","50","30","70","55","624.8","14.15",,,"254.46",,,,,,,,,,,,,,,,,,,,,"126.88",,,,,,"115.75",,,,,,"52.17",,,,,,,"22.18",,,"39.21",
